order_id,client_id,total_sum,date_created,lat,lon
79900,815977,1297.6,2018-01-02 11:05:11,47.69329079999999,62.2684792
79908,152109,1522.0,2018-01-02 11:08:54,37.1630186,42.6604192
79907,359339,1828.0,2018-01-02 11:10:50,37.8250282,43.2854956
79981,2948521,796.0,2018-01-02 11:38:50,46.6120722,40.929487599999995
79983,2931135,784.0,2018-01-02 11:40:32,47.689590599999995,62.29144
79985,2948685,1093.6,2018-01-02 11:41:59,51.8420704,44.2049572
79986,851397,394.0,2018-01-02 11:44:44,,
79984,868500,1300.0,2018-01-02 11:47:57,31.793075,42.9112648
79980,2952017,1354.0,2018-01-02 11:58:56,37.2354588,42.6113608
79988,2945661,820.0,2018-01-02 12:01:45,37.1389204,42.642568
79987,880035,820.0,2018-01-02 12:02:31,37.0885008,42.562107999999995
79979,311077,1570.0,2018-01-02 12:11:49,47.7090548,62.2456252
79972,358114,544.0,2018-01-02 12:11:55,46.91100719999999,40.1218552
79973,2948860,796.0,2018-01-02 12:17:10,37.185635600000005,41.708197600000005
79975,859174,496.0,2018-01-02 12:21:25,45.48948360000001,55.292579200000006
79974,677482,784.0,2018-01-02 12:27:43,37.1638656,42.572909200000005
79970,568127,730.0,2018-01-02 12:30:26,39.298059200000004,48.7178272
79978,529112,820.0,2018-01-02 12:41:27,47.89669120000001,39.9239392
79977,419155,730.0,2018-01-02 12:41:45,47.5291702,42.59985880000001
79299,626362,622.0,2018-01-02 12:43:19,37.7893744,43.282466799999995
79292,713512,730.0,2018-01-02 12:49:13,51.5958314,42.8428132
79294,2948726,1564.0,2018-01-02 12:59:04,37.099427799999994,42.5496352
79229,628930,730.0,2018-01-02 13:03:22,47.3137788,38.5364512
79221,2947237,820.0,2018-01-02 13:04:26,49.0692094,57.928472799999994
79223,012134,784.0,2018-01-02 13:06:30,37.077872000000006,42.5514352
79225,2928275,524.8,2018-01-02 13:09:36,46.9020528,40.1564584
79226,2947202,1570.0,2018-01-02 13:09:46,48.5242832,39.07491280000001
79224,563511,988.0,2018-01-02 13:16:39,37.2214644,42.678259600000004
79220,2948631,820.0,2018-01-02 13:16:38,,
79227,356864,2320.0,2018-01-02 13:22:41,37.1836322,42.6577564
79219,2948019,1306.0,2018-01-02 13:24:31,,
79212,075291,1054.0,2018-01-02 13:26:35,51.8966998,44.1086404
79211,2947201,796.0,2018-01-02 13:26:35,47.0828166,53.058544
79213,419904,1504.0,2018-01-02 13:32:39,51.8446394,44.1562216
79215,473935,784.0,2018-01-02 13:41:17,47.88037,39.846367599999994
79216,2919489,730.0,2018-01-02 13:44:26,46.871646199999994,40.131794799999994
79214,2919489,694.0,2018-01-02 13:45:33,46.871646199999994,40.131794799999994
79210,076995,1378.0,2018-01-02 13:56:05,37.818256399999996,43.3374868
79218,2947435,982.0,2018-01-02 14:14:52,35.8703888,52.6394692
79239,081219,292.0,2018-01-02 14:32:04,50.5995354,38.1039124
79232,2947481,730.0,2018-01-02 14:32:34,35.916787600000006,52.676476
79233,127305,1378.0,2018-01-02 14:38:39,46.8875292,40.203932800000004
79235,834539,730.0,2018-01-02 14:39:16,46.617731,40.948125999999995
79234,424161,430.0,2018-01-02 14:46:44,48.1654072,38.908709200000004
79238,857707,730.0,2018-01-02 14:51:35,51.6103914,42.8262988
79237,737203,1300.0,2018-01-02 14:52:44,45.5259494,48.933412000000004
79259,223583,1096.0,2018-01-02 14:54:00,47.666643199999996,62.204296
79252,188727,880.0,2018-01-02 14:58:12,51.83153120000001,44.2148212
79251,2916584,2020.0,2018-01-02 15:01:31,45.356317,55.097367999999996
79256,173109,496.0,2018-01-02 15:03:20,37.118234,41.68863279999999
79254,336975,730.0,2018-01-02 15:04:45,44.657731,42.520033600000005
79250,054132,730.0,2018-01-02 15:10:21,49.01671219999999,57.8772256
79257,149982,430.0,2018-01-02 15:12:24,48.9648128,57.764178400000006
79269,247582,670.0,2018-01-02 15:13:53,47.6220658,62.1816148
79262,2909932,1300.0,2018-01-02 15:14:59,31.830403200000006,42.8958172
79261,668881,820.0,2018-01-02 15:15:44,49.135833999999996,41.120343999999996
79263,650710,970.0,2018-01-02 15:23:21,48.0810082,41.4935836
79265,2909231,1396.0,2018-01-02 15:26:20,46.866816199999995,40.227940000000004
79266,574552,1570.0,2018-01-02 15:26:50,37.1142678,42.5708932
79264,558197,730.0,2018-01-02 15:26:52,47.485032399999994,42.5824276
79249,581712,796.0,2018-01-02 15:30:24,,
79241,2967934,472.0,2018-01-02 15:31:45,46.8770306,40.1312668
79243,2909258,820.0,2018-01-02 15:33:12,31.8352682,42.899579200000005
79246,467228,970.0,2018-01-02 15:35:38,46.8419564,40.148783200000004
79244,2909121,556.0,2018-01-02 15:37:57,46.8710428,40.2253204
79240,883970,1033.6,2018-01-02 15:39:11,37.7626554,43.3086184
79248,474776,820.0,2018-01-02 15:39:34,49.1112122,41.1322876
79209,2929166,430.0,2018-01-02 15:42:21,45.5109456,55.3253932
79202,326670,592.0,2018-01-02 15:46:32,46.8905826,40.2042244
79201,2909330,1684.0,2018-01-02 15:53:47,,
79203,289588,832.0,2018-01-02 15:54:18,37.167059,41.6935588
79205,2948019,1306.0,2018-01-02 16:00:44,,
79206,817601,730.0,2018-01-02 16:03:23,45.4671298,55.2205588
79204,872597,2134.0,2018-01-02 16:05:06,37.12210639999999,41.674478799999996
79200,2909365,1594.0,2018-01-02 16:06:28,44.66420599999999,42.5459488
79208,2909569,820.0,2018-01-02 16:14:58,37.1322312,42.797398
79281,2909543,694.0,2018-01-02 16:20:21,46.6224056,40.961535999999995
79286,876808,1504.0,2018-01-02 16:21:59,46.5767698,40.949657200000004
79284,836629,394.0,2018-01-02 16:23:56,48.9568188,57.8092384
79280,616403,1300.0,2018-01-02 16:25:39,39.2882858,48.735646
79288,280128,1720.0,2018-01-02 16:59:04,37.1002762,42.5824924
79287,2909030,580.0,2018-01-02 17:06:50,43.4317748,42.154782399999995
79272,588169,820.0,2018-01-02 17:17:49,46.6444206,40.9793008
79271,2909082,820.0,2018-01-02 17:21:18,37.1243086,42.5180824
79273,204098,580.0,2018-01-02 17:25:14,49.043123200000004,57.846848800000004
79275,097126,1114.0,2018-01-02 17:26:53,37.085509,42.596031999999994
79276,037204,730.0,2018-01-02 17:31:26,51.8420704,44.2049572
79274,2997941,1354.0,2018-01-02 17:41:42,37.0778986,42.5524816
79270,2950508,730.0,2018-01-02 17:42:23,34.044121,41.919395200000004
79278,2909728,580.0,2018-01-02 17:44:25,49.0827222,41.1223924
79277,872528,904.0,2018-01-02 17:46:03,43.36616660000001,42.135950799999996
79191,520882,940.0,2018-01-02 17:59:30,37.127555199999996,42.5375296
79198,448572,1354.0,2018-01-03 07:06:49,37.2056948,42.6415648
79197,405675,322.0,2018-01-03 07:08:01,49.0060372,57.928312000000005
79129,2901468,1022.8,2018-01-03 07:34:39,37.2171944,42.654286
79122,758960,1316.8,2018-01-03 08:10:59,46.843800200000004,40.1369044
79121,264597,832.0,2018-01-03 08:17:54,49.050791000000004,57.918017199999994
79123,160281,1156.0,2018-01-03 08:27:29,45.336667999999996,54.946828
79125,126276,868.0,2018-01-03 08:28:37,49.034552399999995,57.8459752
79126,080277,1693.6,2018-01-03 08:41:37,48.961380000000005,57.8081596
79120,760938,508.0,2018-01-03 08:51:26,43.3972522,41.979568
79128,408836,730.0,2018-01-03 09:02:49,46.861984799999995,40.235518
79127,868645,1204.0,2018-01-03 09:13:04,37.0974566,42.5397616
79112,683576,694.0,2018-01-03 09:21:48,37.1752098,42.828572799999996
79111,827685,994.0,2018-01-03 09:31:14,47.568370200000004,62.1933544
79113,694572,1648.0,2018-01-03 09:34:38,37.137405599999994,42.785647600000004
79115,410948,1504.0,2018-01-03 09:39:20,43.3152444,42.045238000000005
79116,067203,1042.0,2018-01-03 09:41:40,51.669443400000006,42.8189356
79114,099384,730.0,2018-01-03 09:49:38,31.840829,42.8828056
79110,466498,1255.6,2018-01-03 09:54:28,37.1476732,42.6384604
79118,2903551,1310.8,2018-01-03 10:05:37,47.884050599999995,39.903187599999995
79117,314489,1258.0,2018-01-03 10:05:48,37.1614688,42.651881200000005
79139,838181,964.0,2018-01-03 10:09:56,37.132334799999995,42.4860136
79132,2903598,536.8,2018-01-03 10:13:55,49.0877762,41.1353812
79131,551040,394.0,2018-01-03 10:17:30,46.6218274,40.949387200000004
79133,144160,580.0,2018-01-03 10:34:07,49.851659600000005,47.8195372
79136,647226,1300.0,2018-01-03 10:52:25,46.6125832,40.9544968
79130,2903099,694.0,2018-01-03 10:55:33,45.328576,54.947377599999996
79138,2960365,730.0,2018-01-03 10:58:10,46.8934568,40.12966
79137,243888,820.0,2018-01-03 11:00:18,46.830363,40.088006799999995
79159,2936051,784.0,2018-01-03 11:05:49,47.6154942,62.1163216
79152,2909231,730.0,2018-01-03 11:12:29,46.866816199999995,40.227940000000004
79151,2943494,1354.0,2018-01-03 11:14:58,37.1978996,42.6627364
79153,459931,694.0,2018-01-03 11:20:12,46.873180600000005,40.201215999999995
79155,2903794,694.0,2018-01-03 11:24:30,47.467956599999994,42.6809116
79156,2936958,820.0,2018-01-03 11:31:30,37.18122700000001,41.692276
79154,2903701,1397.2,2018-01-03 11:38:13,49.120819,41.1206884
79150,428183,694.0,2018-01-03 11:49:37,46.90898,40.1218552
79157,581738,730.0,2018-01-03 11:51:27,46.8494296,40.159973199999996
79169,2946906,730.0,2018-01-03 11:52:35,34.0281288,41.8416196
79162,2939558,1102.0,2018-01-03 11:58:33,45.5547684,55.4067904
79161,2905218,904.0,2018-01-03 12:03:57,48.961849,57.757678
79163,630998,1432.0,2018-01-03 12:08:44,37.1145422,41.6379136
79165,200527,2572.0,2018-01-03 12:26:27,46.6149534,40.953592
79166,2905190,796.0,2018-01-03 12:29:53,34.05870900000001,41.9320072
79164,754860,1540.0,2018-01-03 12:38:41,48.1436414,38.9380204
79168,2905363,1324.0,2018-01-03 12:46:53,43.3526888,42.0242608
79167,508856,832.0,2018-01-03 12:53:05,46.8877588,40.2363472
79149,2905362,1294.0,2018-01-03 12:55:43,47.349347200000004,38.4065332
79141,2905559,730.0,2018-01-03 13:00:36,49.0234756,57.841696
79143,104591,1720.0,2018-01-03 13:08:12,37.0912168,42.543458799999996
79145,2905672,548.8,2018-01-03 13:19:19,48.53932759999999,39.0908452
79146,245905,670.0,2018-01-03 13:30:01,37.098767,42.598198000000004
79144,2957425,730.0,2018-01-03 13:32:07,47.319552400000006,38.5389088
79140,649990,820.0,2018-01-03 13:34:38,47.880659800000004,39.9239932
79148,314505,2434.0,2018-01-03 13:35:49,47.675412800000004,62.2286908
79147,188990,730.0,2018-01-03 13:39:59,46.855221400000005,40.1228044
79109,2905053,820.0,2018-01-03 13:43:45,37.124427600000004,42.5585608
79101,816811,1498.0,2018-01-03 13:45:36,37.1304154,42.6802432
79103,830625,820.0,2018-01-03 13:47:55,47.316069199999994,38.5342204
79105,704649,730.0,2018-01-03 13:50:44,31.799152399999997,42.8989648
79106,2905080,1450.0,2018-01-03 13:55:19,46.9076164,40.1290132
79104,183066,880.0,2018-01-03 13:56:06,46.8492532,40.157245599999996
79108,2955407,670.0,2018-01-03 14:01:30,47.89732120000001,39.8847112
79107,084583,430.0,2018-01-03 14:04:39,43.0752088,50.358198400000006
79182,2962408,1354.0,2018-01-03 14:09:16,37.1473568,42.639948399999994
79181,2905784,2194.0,2018-01-03 14:14:24,37.1620414,42.653164000000004
79183,2910434,622.0,2018-01-03 14:16:23,46.996321800000004,52.92172720000001
79185,622555,904.0,2018-01-03 14:23:19,37.1781792,42.8452492
79186,2906936,904.0,2018-01-03 14:23:54,49.056969200000005,57.890905599999996
79184,672682,820.0,2018-01-03 14:24:48,37.193911,42.6430204
79180,864281,478.0,2018-01-03 14:25:43,44.6494934,42.4441768
79188,681789,1342.0,2018-01-03 14:26:13,46.832938999999996,40.1197216
79187,413179,904.0,2018-01-03 14:28:21,47.3236208,38.5425532
79179,428830,730.0,2018-01-03 14:36:52,48.1465618,38.9202004
79172,367779,430.0,2018-01-03 14:44:27,49.0319414,57.8493712
79173,302326,892.0,2018-01-03 14:45:21,37.0709546,42.5521468
79175,367779,430.0,2018-01-03 14:45:29,49.0319414,57.8493712
79176,632198,820.0,2018-01-03 14:57:02,37.128882399999995,42.5114968
79174,016915,820.0,2018-01-03 15:02:18,47.6880926,62.288842
79170,413248,622.0,2018-01-03 15:02:33,44.6175958,42.375154
79178,520665,904.0,2018-01-03 15:02:50,43.3562462,42.1031584
79177,2906334,1684.0,2018-01-03 15:03:44,37.119493999999996,42.538618
79399,646120,694.0,2018-01-03 15:04:57,44.617005000000006,42.3629944
79392,577174,670.0,2018-01-03 15:05:33,47.5822106,62.2012996
79391,2906366,730.0,2018-01-03 15:05:46,47.683789000000004,33.407818000000006
79395,2906332,1300.0,2018-01-03 15:11:13,44.6378692,42.4134544
79396,2962702,1504.0,2018-01-03 15:14:03,46.9079636,40.1450752
79394,451566,730.0,2018-01-03 15:17:04,49.047073999999995,57.9117964
79390,2906550,1684.0,2018-01-03 15:20:53,47.6170944,62.1457828
79398,172043,1540.0,2018-01-03 15:22:01,49.0178406,57.8359936
79397,457667,730.0,2018-01-03 15:22:27,46.8951004,40.2268612
79329,2948966,730.0,2018-01-03 15:23:45,43.286904199999995,42.0063988
79322,000875,820.0,2018-01-03 15:25:13,37.1890502,42.6988708
79323,2906574,1102.0,2018-01-03 15:35:12,47.517124599999995,42.579290799999995
79326,010359,1720.0,2018-01-03 15:45:10,37.100258,42.544385199999994
79324,2906429,472.0,2018-01-03 15:45:21,48.167822199999996,38.9251924
79319,401703,820.0,2018-01-03 15:54:36,37.101998200000004,42.5455828
79312,2906025,904.0,2018-01-03 15:58:08,37.168515,42.824692
79311,306933,694.0,2018-01-03 15:59:05,49.8560416,47.700474400000004
79315,788518,694.0,2018-01-03 16:10:47,45.5283644,55.3080484
79314,072164,2602.0,2018-01-03 16:33:46,46.8793826,40.1035408
79310,788757,526.0,2018-01-03 16:34:58,44.6656074,42.5365168
79318,757912,700.0,2018-01-03 16:39:10,49.0059938,57.8863348
79317,2906708,820.0,2018-01-03 16:40:38,37.8148712,43.281237999999995
79339,502998,730.0,2018-01-03 16:44:58,37.091894399999994,41.7090928
79332,284758,796.0,2018-01-03 16:45:17,37.15661360000001,41.703358
79331,650071,964.0,2018-01-03 16:45:59,37.1285828,42.71042679999999
79333,466534,730.0,2018-01-03 16:46:53,46.853959999999994,40.165007200000005
79335,427017,1046.8,2018-01-03 16:50:41,37.201751,42.717595599999996
79336,273889,880.0,2018-01-03 16:51:17,37.0889894,41.707864
79334,765376,322.0,2018-01-03 16:51:22,34.0405272,41.8794244
79338,331425,820.0,2018-01-03 17:01:34,37.102726200000006,42.6391828
79337,2906989,806.8,2018-01-03 17:02:52,37.1047996,42.607555600000005
79359,488854,730.0,2018-01-03 17:04:10,44.6141868,42.4050784
79352,164448,820.0,2018-01-03 17:05:55,31.803075200000002,42.9077608
79351,329721,926.8,2018-01-03 17:12:21,37.094749,41.671762
79353,336973,820.0,2018-01-03 17:12:40,46.8452464,40.1366344
79362,162366,1534.0,2018-01-03 17:24:33,37.215338,42.698083600000004
79361,335166,972.4,2018-01-03 17:33:07,37.12309200000001,42.698083600000004
79363,339406,394.0,2018-01-03 17:34:45,37.0879772,41.725564
79365,2904391,643.6,2018-01-03 17:38:55,37.0989812,42.538197999999994
79366,2904180,796.0,2018-01-03 17:39:02,49.030757,57.881451999999996
79360,046471,730.0,2018-01-03 17:43:52,47.4942458,42.6089992
79349,500492,1306.0,2018-01-03 21:00:19,46.847128,40.1576548
79345,574350,1648.0,2018-01-04 05:10:28,47.6742564,62.2319356
79346,056729,730.0,2018-01-04 07:04:25,31.767670600000002,42.9824116
79344,372533,820.0,2018-01-04 07:14:47,46.879411999999995,40.155110799999996
79340,2908986,1508.8,2018-01-04 07:53:08,48.573053599999994,39.0659224
79347,786771,1504.0,2018-01-04 08:22:27,44.6666182,42.4945072
79309,2908240,524.8,2018-01-04 08:22:42,46.8920792,40.073184399999995
79302,572761,604.0,2018-01-04 08:28:55,37.1364284,42.683434000000005
79301,320371,730.0,2018-01-04 08:34:25,49.053011399999995,57.8968996
79303,015771,670.0,2018-01-04 08:35:19,47.5763768,62.1877492
79305,022810,1720.0,2018-01-04 09:05:19,37.1823134,42.6482812
79306,636142,772.0,2018-01-04 09:15:22,48.145978,38.96778280000001
79300,783348,820.0,2018-01-04 09:20:51,46.635831599999996,40.928571999999996
79308,2908573,892.0,2018-01-04 09:23:03,47.6551142,62.200587999999996
79307,828859,1354.0,2018-01-04 09:53:24,37.1724182,42.6611524
79389,2908043,994.0,2018-01-04 10:23:04,37.1994396,42.650178399999994
79382,838181,766.0,2018-01-04 10:35:30,37.132334799999995,42.4860136
79381,737384,730.0,2018-01-04 11:06:10,46.875717400000006,40.0407376
79383,065625,1300.0,2018-01-04 11:06:13,46.8956828,40.1563828
79385,2907179,694.0,2018-01-04 11:46:05,45.5031112,55.24933
79386,2907104,964.0,2018-01-04 11:49:14,37.089906400000004,42.5385748
79384,2907108,1300.0,2018-01-04 11:49:23,45.4947686,55.1646772
79380,254783,820.0,2018-01-04 11:51:28,46.9054422,40.119484
79388,540952,730.0,2018-01-04 11:52:53,44.6494388,42.504003999999995
79387,183103,620.8,2018-01-04 11:54:54,47.6461458,62.1457936
79379,063033,820.0,2018-01-04 12:01:41,46.649410200000005,40.9114744
79372,647226,820.0,2018-01-04 12:04:46,46.6125832,40.9544968
79371,800774,1192.0,2018-01-04 12:07:19,46.89424639999999,40.1301232
79370,781513,1684.0,2018-01-04 12:16:57,47.672082200000006,62.28025
79378,399587,820.0,2018-01-04 12:35:49,47.6090878,62.1879004
79377,2908567,904.0,2018-01-04 12:36:44,46.6519568,40.935254799999996
79599,583392,694.0,2018-01-04 12:43:31,47.673543800000004,33.5132236
79592,071464,1354.0,2018-01-04 12:47:27,37.1321122,42.539900800000005
79594,2947874,1204.0,2018-01-04 13:04:30,45.522960399999995,55.3510696
79590,288192,730.0,2018-01-04 13:05:39,44.632034,42.3872272
79598,2905672,1354.0,2018-01-04 13:07:32,48.53932759999999,39.0908452
79597,2937510,964.0,2018-01-04 13:14:12,37.178445200000006,42.747412
79522,499426,622.0,2018-01-04 13:17:43,45.530862000000006,55.297204
79521,366480,832.0,2018-01-04 13:25:15,37.183495,42.845648800000006
79523,782742,820.0,2018-01-04 13:26:24,47.7337802,62.3567008
79525,2907888,730.0,2018-01-04 13:32:56,,
79526,2989996,904.0,2018-01-04 13:45:00,46.90199259999999,40.2018952
79524,043335,580.0,2018-01-04 13:50:37,44.670429,42.4811944
79520,2989908,1054.0,2018-01-04 13:56:07,44.6395996,42.47273199999999
79528,2989955,694.0,2018-01-04 13:56:52,49.8562026,47.728631199999995
79527,2992454,670.0,2018-01-04 14:07:02,47.8730956,39.8680024
79519,495894,730.0,2018-01-04 14:07:27,46.8161474,40.098279999999995
79512,501142,1222.0,2018-01-04 14:08:00,37.172957200000006,42.606208
79511,209838,730.0,2018-01-04 14:10:53,46.8385026,40.081367199999995
79516,2989186,730.0,2018-01-04 14:23:59,,
79514,627937,940.0,2018-01-04 14:25:27,43.3683632,42.1378588
79518,2933059,1300.0,2018-01-04 14:26:10,45.4856028,55.2188344
79517,2989354,964.0,2018-01-04 14:33:01,37.09190280000001,42.5909548
79539,084122,1354.0,2018-01-04 14:38:16,48.5288808,39.0754516
79531,2936051,784.0,2018-01-04 14:45:46,47.6154942,62.1163216
79533,861561,904.0,2018-01-04 14:49:25,46.8718898,40.2119536
79535,712682,694.0,2018-01-04 14:53:26,47.4911966,42.60514
79536,448287,1402.0,2018-01-04 15:02:02,45.3252216,54.992102800000005
79534,2989595,730.0,2018-01-04 15:02:28,45.9048454,54.1383232
79530,665080,1300.0,2018-01-04 15:03:11,48.967085000000004,57.7729204
79538,500978,1688.8,2018-01-04 15:03:27,47.6250716,62.1849136
79552,664988,430.0,2018-01-04 15:08:28,47.3389102,38.51044
79551,448287,1402.0,2018-01-04 15:10:49,45.3252216,54.992102800000005
79553,2989684,820.0,2018-01-04 15:11:48,46.873999600000005,40.0448344
79555,866115,1300.0,2018-01-04 15:12:34,46.892343800000006,40.202176
79556,377830,1258.0,2018-01-04 15:19:49,49.117844,41.1702112
79550,188456,820.0,2018-01-04 15:22:48,37.1288656,42.538672000000005
79558,544331,1354.0,2018-01-04 15:22:49,37.0993844,42.6463624
79569,2989685,694.0,2018-01-04 15:30:35,48.9738624,57.8089252
79562,764840,820.0,2018-01-04 15:33:21,46.8366574,40.1103532
79561,579453,1504.0,2018-01-04 15:36:06,43.3165982,41.9396824
79563,037847,322.0,2018-01-04 15:38:53,48.9630152,57.8021344
79565,804654,820.0,2018-01-04 15:40:41,47.3277102,38.5638532
79566,401856,1093.6,2018-01-04 15:43:28,43.2913968,42.0236356
79564,2989018,724.0,2018-01-04 15:43:50,37.750867400000004,43.251022
79560,250641,1120.0,2018-01-04 15:44:44,47.5601592,62.180493999999996
79568,724953,430.0,2018-01-04 15:45:18,46.961725,52.997746
79567,2989888,820.0,2018-01-04 15:49:09,47.3969444,38.47395040000001
79549,298914,730.0,2018-01-04 15:51:23,51.6805958,42.8206288
79542,534310,622.0,2018-01-04 15:55:53,,
79541,200527,3142.0,2018-01-04 15:56:02,46.6149534,40.953592
79543,534310,622.0,2018-01-04 15:57:59,,
79545,250641,1120.0,2018-01-04 15:58:10,47.6308648,62.1800956
79546,650071,964.0,2018-01-04 15:58:33,37.1285828,42.71042679999999
79544,2907066,1720.0,2018-01-04 15:58:37,,
79540,2982910,1468.0,2018-01-04 16:01:44,39.2897404,48.748592800000004
79548,2928484,442.0,2018-01-04 16:03:39,51.8845464,44.165536
79547,870437,820.0,2018-01-04 16:09:20,37.0935394,42.54625
79509,180444,820.0,2018-01-04 16:11:52,37.104294200000005,41.622251199999994
79502,2989759,730.0,2018-01-04 16:13:06,47.478260600000006,42.574936
79501,898370,1354.0,2018-01-04 16:13:30,37.079295800000004,42.6108964
79503,383763,820.0,2018-01-04 16:14:14,49.0845716,41.131026399999996
79504,2982975,1720.0,2018-01-04 16:18:09,49.1271652,41.123610400000004
79500,619220,1129.6,2018-01-04 16:18:20,37.1299282,42.6060136
79508,2982212,788.8,2018-01-04 16:19:45,37.7867172,43.1905048
79507,670768,892.0,2018-01-04 16:29:00,37.1331916,42.763182400000005
79589,2907203,904.0,2018-01-04 16:35:35,43.299714200000004,41.9954896
79582,556012,730.0,2018-01-04 16:35:46,45.529133,55.2474652
79581,272191,832.0,2018-01-04 16:37:15,48.96773880000001,57.804656800000004
79583,303436,730.0,2018-01-04 16:38:32,48.980042,57.793349199999994
79585,2907444,694.0,2018-01-04 16:46:26,44.6153894,42.3704428
79586,2982104,430.0,2018-01-04 16:50:35,48.1578528,38.9076532
79584,084034,694.0,2018-01-04 16:51:23,47.34161639999999,38.5192684
79580,815868,604.0,2018-01-04 16:52:04,44.6615278,42.4727752
79588,151713,430.0,2018-01-04 16:57:04,37.1022376,41.708478400000004
79587,177805,730.0,2018-01-04 16:58:36,46.8704744,40.111486
79579,106199,2584.0,2018-01-04 16:59:43,49.1181338,41.1167116
79572,857001,730.0,2018-01-04 17:04:31,31.795586599999993,42.9059716
79571,2982306,1180.0,2018-01-04 17:08:08,45.155269999999994,38.275516
79699,377830,1570.0,2018-01-04 17:18:49,49.1239074,41.148759999999996
79692,2982514,1144.0,2018-01-04 17:19:02,49.0722572,57.903022
79691,232762,868.0,2018-01-04 17:20:37,37.178247799999994,41.718923200000006
79693,669083,670.0,2018-01-04 17:34:19,48.573053599999994,39.0659224
79695,815585,820.0,2018-01-04 17:39:01,46.629974000000004,40.9633684
79696,88714,784.0,2018-01-04 17:42:14,49.1013268,41.123943999999995
79694,786504,1720.0,2018-01-04 17:48:42,48.577311,39.0640468
79690,658766,2798.8,2018-01-04 17:55:51,46.61728720000001,40.9206268
79698,812463,322.0,2018-01-04 17:56:35,,
79621,712179,1300.0,2018-01-05 05:54:27,46.6162568,40.96477
79623,839653,622.0,2018-01-05 06:31:58,46.8758574,40.0689268
79625,438629,820.0,2018-01-05 07:01:15,49.059912000000004,57.9025156
79626,886533,1540.0,2018-01-05 07:05:37,47.4773128,42.6906352
79624,2909765,730.0,2018-01-05 07:14:09,51.8888542,44.161030000000004
79620,2909765,430.0,2018-01-05 07:14:56,51.8888542,44.161030000000004
79628,2908240,544.0,2018-01-05 07:19:23,46.8809828,40.048025200000005
79627,2983126,694.0,2018-01-05 07:32:41,43.385031600000005,42.011918800000004
79619,053002,844.0,2018-01-05 07:33:37,43.3014586,42.0832696
79612,2983335,796.0,2018-01-05 07:56:43,37.1087756,41.6419348
79611,758960,1276.0,2018-01-05 08:49:59,46.843800200000004,40.1369044
79613,590487,638.8,2018-01-05 08:54:18,48.931369600000004,39.9662392
79616,314489,1222.0,2018-01-05 09:07:21,37.1614688,42.651881200000005
79618,2983644,730.0,2018-01-05 09:15:56,45.47491659999999,55.2561976
79617,610233,730.0,2018-01-05 09:28:18,48.972328,57.780391599999994
79639,046101,730.0,2018-01-05 09:30:50,,
79632,2903744,694.0,2018-01-05 09:35:40,46.893199200000005,40.211242
79633,508646,292.0,2018-01-05 09:40:45,33.992648599999995,41.8882528
79635,862177,580.0,2018-01-05 09:42:13,43.3242086,41.987372799999996
79636,147990,1504.0,2018-01-05 09:48:34,47.3127316,38.54404000000001
79634,497162,430.0,2018-01-05 09:58:54,,
79630,317023,394.0,2018-01-05 10:02:00,46.607908599999995,40.9664728
79638,367335,394.0,2018-01-05 10:06:36,37.14692839999999,41.6713096
79637,576801,622.0,2018-01-05 10:22:56,43.3580914,42.1141
79659,2985217,394.0,2018-01-05 10:36:46,47.0104772,52.9803592
